run,nom_rank,gene,modality,confidence,reason
87,8,KIF18A,inhibit,medium,"High dependency mitotic kinesin with an established druggable pocket (clinical KIF18A inhibitors exist), giving a real inhibit path despite common-essential caution."
87,9,GPX4,inhibit,medium,"Very high dependency ferroptosis node druggable by covalent small molecules and mechanistically attractive in GBM, though the poor window means CNS delivery must be engineered."
87,10,EGLN1,inhibit,medium,Fully tractable prolyl-hydroxylase enzyme with approved-drug chemistry offering a defined inhibit modality against the hypoxia axis in GBM.
87,11,PTPN11,inhibit,medium,"Node downstream of RTK signaling with validated allosteric SHP2 inhibitors and full tractability, providing an inhibit path in EGFR/PDGFRA-driven GBM."
87,12,PTK2,inhibit,low,"FAK is fully tractable with clinical inhibitors and a CDKN2A/B synthetic-lethal signal, useful against invasive GBM despite its TME-dominated specificity."
87,13,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with strong tumor enrichment and early small-molecule disruptors of RNA binding, a novel but plausible GBM inhibit target."
87,14,WWTR1,inhibit,low,"TAZ transcriptional coactivator drives mesenchymal GBM and is addressable indirectly via the TEAD pocket, making it a mechanism-linked inhibit candidate."
87,15,UBA5,inhibit,low,"Druggable E1-type activating enzyme with adenylation-pocket tractability and moderate GBM dependency, a reasonable novel enzyme inhibit candidate."
88,1,PDGFRA,inhibit,high,"Validated GBM oncogenic RTK driver (amplified/mutated) with excellent selectivity, tumor specificity and full small-molecule tractability plus approved kinase inhibitors to repurpose."
88,2,MET,inhibit,high,"Bona fide GBM RTK driver in a subset of tumors, highly selective and fully tractable with approved MET inhibitors, though CNS penetration must be engineered."
88,3,CDK2,inhibit,medium,Druggable kinase with clean chemistry and an RB1-linked synthetic-lethal rationale; selectivity concern (pan-essential) is offset by emerging selective CDK2 inhibitors and a reasonable therapeutic window.
88,4,CDK7,inhibit,medium,"Transcriptional CDK with clear small-molecule chemistry and a PTEN synthetic-lethal signal, giving a mechanistically distinct inhibition strategy despite common-essentiality."
88,5,ITGAV,inhibit,medium,"Top-ranked dependency with an integrin-targeting chemistry precedent (cilengitide-class) and CDKN2A/B synthetic lethality, though poor tumor specificity (TME-dominated) warrants caution."
88,6,TEAD1,inhibit,medium,"Hippo/YAP effector now genuinely druggable via covalent palmitate-pocket TEAD inhibitors, giving a small-molecule handle on a transcriptional oncogenic program."
88,7,EGLN1,inhibit,medium,"Prolyl hydroxylase with approved small-molecule inhibitors and an enzyme-tractable active site, offering a repurposable pharmacology in the hypoxic GBM context."
88,8,KIF18A,inhibit,medium,Strong tumor-enriched mitotic-kinesin dependency with an excellent therapeutic window and a first-in-class KIF18A inhibitor already in clinical development providing MoA precedent.
88,9,VRK1,inhibit,medium,"High, selective dependency serine/threonine kinase that is a tractable enzyme with a paralog-lethality rationale, making it an attractive novel inhibitor target."
88,10,KIF2C,inhibit,low,"Top composite driven by outstanding tumor enrichment and window, but as a mitotic kinesin it needs a genuine catalytic/motor inhibitor MoA that is not yet established."
88,11,PTPN11,inhibit,medium,SHP2 is a fully tractable node with clinically advanced allosteric inhibitors that can blunt RTK/MAPK signaling downstream of GBM RTK drivers.
88,12,ITGB5,inhibit,low,"Novel integrin dependency with strong tumor enrichment and CDKN2B/NF1 synthetic lethality, tractable in principle but lacking a defined inhibitory MoA."
88,13,ELAVL1,inhibit,low,HuR RNA-binding oncogenic hub with strong tumor enrichment; small-molecule disruption of RNA binding is emerging but tractability remains only moderate.
88,14,FGFR1,inhibit,low,"Genuine RTK driver in an FGFR-altered GBM subset with full tractability and approved inhibitors, but a poor window and CNS-safety liability constrain its use."
88,15,WWTR1,inhibit,low,"TAZ transcriptional oncogene actionable indirectly through the same TEAD palmitoylation pocket, providing a mechanistic pairing with TEAD1 blockade."
89,1,PDGFRA,inhibit,high,"Validated GBM driver receptor tyrosine kinase with top-tier selectivity, tumor specificity, tractability, and an approved-drug precedent make it a directly actionable inhibition target."
89,2,MET,inhibit,high,"Recurrent GBM oncogenic RTK with excellent selectivity/tractability and approved-drug chemistry supporting straightforward small-molecule inhibition, especially in MET-amplified/PTPRZ1-fused subsets."
89,3,CDK2,inhibit,medium,Highly tractable kinase with strong dependency and RB1 synthetic-lethality rationale; low selectivity/common-essential flags temper it but selective CDK2 inhibitors are now clinically available.
89,4,KIF18A,inhibit,medium,"Kinesin with strong dependency and clinically precedented small-molecule inhibitors (KIF18A inhibitors in trials), and its chromosomal-instability context gives a tumor-selective vulnerability despite the common-essential flag."
89,5,VRK1,inhibit,medium,"Druggable kinase (medium-high tractability) with very high dependency and an emerging paralog/synthetic-lethal rationale, making it a credible novel inhibition target."
89,6,CDK7,inhibit,medium,Transcriptional CDK with full tractability and existing clinical inhibitors plus PTEN synthetic-lethality; common-essential status demands careful therapeutic-window management.
89,7,TEAD1,inhibit,medium,Hippo-pathway transcription factor now druggable via its lipid-binding pocket (clinical TEAD palmitoylation inhibitors) with good selectivity and enrichment in GBM.
89,8,KIF2C,inhibit,medium,"Top composite with strong tumor enrichment and window, and mitotic kinesins are increasingly targetable, though no current inhibitor MoA keeps confidence moderate."
89,9,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is a well-drugged enzyme (approved HIF-PH inhibitors) offering a highly tractable metabolic/hypoxia vulnerability, though GBM dependency is only moderate."
89,10,KIF18B,inhibit,low,"Mitotic kinesin with excellent tumor specificity/enrichment and therapeutic window; kinesin-targeting chemistry is emerging, but zero current tractability caps confidence."
89,11,ELAVL1,inhibit,low,"HuR RNA-binding protein with good selectivity and tumor enrichment and reported small-molecule chemical probes, offering a tractable post-transcriptional oncogenic node."
89,12,E2F3,degrade,low,"Oncogenic transcription factor with RB1 synthetic-lethality and good selectivity; direct TF inhibition is hard (tract=0), so degradation is the more realistic modality."
89,13,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemical matter and good tumor specificity, though poor therapeutic window is a real liability to be validated."
89,14,C3orf38,unknown,low,"Standout multi-axis profile (high SL with CDKN2A/B loss, selectivity, specificity, window) makes it a compelling target-ID lead, but complete lack of tractability/known MoA means feasibility is unproven."
89,15,FGFR1,inhibit,low,"Actionable oncogenic RTK with approved inhibitors and high tumor specificity, but the low therapeutic window and explicit CNS-safety risk make it a guarded pick."
90,1,PDGFRA,inhibit,high,"Recurrent focal-amplified/mutant RTK driver in GBM with perfect tumor specificity, strong selectivity, full tractability, and approved kinase inhibitors — a validated small-molecule handle despite CNS-penetration being the practical hurdle."
90,2,MET,inhibit,high,"Amplified/exon-14-altered RTK driver especially in mesenchymal and post-anti-VEGF GBM, top-tier selectivity and tractability with approved brain-penetrant inhibitors (e.g., capmatinib class)."
90,3,CDK2,inhibit,medium,"Well-chemistry'd kinase with high dependency and RB1-pathway synthetic lethality; low selectivity/common-essential flag means the window is real but requires tumor-selective (e.g., cyclin-E-driven) patient selection."
90,4,KIF18A,inhibit,medium,"Highly selective mitotic kinesin dependency in chromosomally-unstable tumors with an excellent therapeutic window and emerging clinical-stage inhibitors, making the 'no-MoA' flag outdated."
90,5,TEAD1,inhibit,medium,"Druggable palmitoylation-pocket transcription factor downstream of Hippo/YAP with real chemistry (clinical TEAD inhibitors) and strong selectivity, addressing mesenchymal GBM biology."
90,6,CDK7,inhibit,medium,Transcriptional CDK with mature covalent inhibitor chemistry and PTEN-loss synthetic lethality; common-essential status narrows but does not close the window.
90,7,KIF2C,inhibit,medium,Top-composite mitotic kinesin with outstanding tumor enrichment and therapeutic window; a compelling GBM-selective dependency but currently lacks validated small-molecule chemistry.
90,8,VRK1,inhibit,medium,Strong pan-cancer dependency and an emerging tractable kinase whose paralog (VRK2) methylation creates a selectivity handle relevant to a subset of gliomas.
90,9,KIF18B,inhibit,medium,"Selective mitotic kinesin with near-top tumor enrichment and window plus CDKN2A/B synthetic-lethality context, a plausible follow-on to the KIF18A/KIF2C class."
90,10,PTPN11,inhibit,medium,SHP2 is a genuinely druggable allosteric-inhibitor target sitting at the RTK-RAS node that funnels GBM's EGFR/PDGFRA/MET signaling; window and selectivity are modest so it is best as combination.
90,11,PTK2,inhibit,low,FAK is a tractable kinase with multiple clinical inhibitors and CDKN2A/B synthetic lethality; TME-dominated dependency signal and CNS-safety flag temper enthusiasm to combination use.
90,12,ITGB5,inhibit,low,"Novel integrin dependency with good SL context and tumor enrichment; extracellular/surface biology is more antibody- than small-molecule-tractable, so a small-molecule route is speculative."
90,13,WWTR1,inhibit,low,"TAZ is a core mesenchymal-GBM transcriptional effector whose inhibition is achievable indirectly via the same TEAD palmitoyl-pocket chemistry, giving an actionable node."
90,14,ELAVL1,inhibit,low,"HuR RNA-binding protein has tumor-enriched dependency and early disruptor chemistry, offering a mechanistically distinct anti-proliferative angle if tractability improves."
90,15,E2F3,inhibit,low,RB1-synthetic-lethal transcription factor capturing GBM cell-cycle biology; a strong dependency node best pursued indirectly (CDK/RB axis) since direct TF inhibition is hard.
91,1,PDGFRA,inhibit,high,"Canonical GBM oncogenic driver (amplified/mutated) with maximal tumor specificity, top-tier tractability, and approved kinase inhibitors ready for repurposing."
91,2,MET,inhibit,high,"Validated GBM RTK driver with strong selectivity and perfect tractability, and multiple clinical-stage MET inhibitors exist, though CNS penetration must be confirmed."
91,3,CDK2,inhibit,high,Druggable kinase with strong dependency and RB1-synthetic-lethality rationale; low selectivity/common-essential flag argues for a therapeutic-window-guided selective inhibitor.
91,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and window plus CDKN2A/B synthetic lethality, but as a kinesin motor it lacks an established inhibitor MoA so tractability is the risk."
91,5,KIF18A,inhibit,medium,"High-dependency mitotic kinesin with excellent window and tumor enrichment, and a genuine emerging small-molecule inhibitor class (unlike most kinesins), tempering the common-essential concern."
91,6,TEAD1,inhibit,medium,Druggable Hippo-pathway transcription factor with an established palmitate-pocket small-molecule MoA (clinical TEAD inhibitors) and good selectivity in GBM.
91,7,CDK7,inhibit,medium,"Transcriptional kinase with proven covalent inhibitor chemistry and PTEN synthetic lethality, though selectivity is poor and it is common-essential so window control is essential."
91,8,ITGB5,inhibit,medium,"Novel integrin with strong dependency, tumor enrichment, and CDKN2B/NF1 synthetic lethality; a cell-surface target amenable to biologics/small molecules but currently no defined inhibitor."
